,latitude,longitude,property_type,num_bathrooms,num_bedrooms,num_floors,num_recepts,new_home,loc_class,price
1358,50.926468,-2.667614,Land,1.0,4.0,0.0,1.0,0.0,-1,450000.0
1359,51.002155,-2.682069,Terraced house,1.0,2.0,1.0,1.0,0.0,3,174950.0
1360,50.957226,-2.61146,End terrace house,1.0,2.0,0.0,1.0,0.0,2,140000.0
1361,50.865105,-2.954601,Detached house,1.0,3.0,0.0,2.0,0.0,1,399950.0
1362,50.924023,-2.912028,Terraced house,1.0,3.0,0.0,2.0,0.0,3,190000.0
1363,50.95547,-2.631312,Semi-detached bungalow,1.0,2.0,0.0,1.0,0.0,12,180000.0
1364,50.8752,-2.949762,Detached house,2.0,3.0,0.0,2.0,0.0,1,325000.0
1365,50.950233,-2.633576,Detached house,2.0,4.0,0.0,2.0,0.0,1,300000.0
1366,50.947845,-2.627892,Semi-detached house,1.0,3.0,0.0,1.0,0.0,4,160000.0
1367,50.97057,-2.764209,Terraced house,2.0,3.0,0.0,3.0,0.0,3,330000.0
1368,51.2336,-2.3320540000000003,Semi-detached house,1.0,3.0,0.0,1.0,0.0,4,250000.0
1369,50.843906,-2.951598,Detached house,2.0,3.0,0.0,1.0,0.0,1,265000.0
1370,50.940247,-2.644968,Semi-detached house,2.0,4.0,0.0,2.0,0.0,4,250000.0
1371,51.425434,-2.856131,Terraced house,1.0,2.0,0.0,2.0,0.0,3,209950.0
1372,51.016922,-3.094307,Terraced house,2.0,3.0,0.0,2.0,0.0,3,179950.0
1373,51.20372800000001,-3.485259,Detached house,2.0,4.0,0.0,1.0,0.0,1,335000.0
1374,51.171284,-2.782285,Terraced house,1.0,3.0,0.0,2.0,1.0,3,275000.0
1375,51.354393,-2.982905,Flat,1.0,3.0,0.0,1.0,0.0,0,199950.0
1376,51.044502,-2.820059,Terraced house,0.0,2.0,2.0,1.0,1.0,3,172995.0
1377,51.044502,-2.820059,Terraced house,0.0,2.0,2.0,1.0,1.0,3,172995.0
1378,50.883266,-2.800919,Terraced house,1.0,2.0,2.0,2.0,0.0,3,149950.0
1379,51.149635,-2.707903,Terraced house,1.0,3.0,0.0,2.0,0.0,3,199000.0
1380,51.355274,-2.951372,Detached house,3.0,3.0,0.0,2.0,0.0,1,375000.0
1381,51.218372,-2.333676,Semi-detached house,1.0,3.0,0.0,2.0,0.0,4,225000.0
1382,50.992615,-2.961804,End terrace house,1.0,2.0,0.0,0.0,0.0,2,87750.0
1383,51.28043,-2.8493310000000003,Cottage,1.0,3.0,0.0,2.0,0.0,-1,290000.0
1384,51.12329,-2.998224,End terrace house,0.0,3.0,0.0,0.0,0.0,2,195000.0
1385,50.95396,-2.6670830000000003,Detached house,2.0,4.0,0.0,2.0,0.0,1,350000.0
1386,50.942287,-2.674815,Detached house,2.0,4.0,0.0,2.0,0.0,1,300000.0
1387,50.948612,-2.6649990000000003,Semi-detached house,1.0,2.0,0.0,1.0,0.0,4,175000.0
1388,51.352222,-2.898148,Detached house,3.0,4.0,0.0,2.0,0.0,1,320000.0
1389,51.051083,-2.667879,Mobile/park home,1.0,2.0,0.0,2.0,0.0,-1,160000.0
1390,51.354393,-2.982905,Flat,1.0,2.0,0.0,1.0,0.0,0,135000.0
1391,50.956383,-2.609213,End terrace house,1.0,3.0,0.0,1.0,0.0,2,190000.0
1392,50.954884,-2.656589,Terraced house,1.0,3.0,0.0,1.0,0.0,3,210000.0
1393,50.943645,-2.621914,Terraced house,1.0,3.0,0.0,2.0,0.0,3,170000.0
1394,50.954006,-2.748376,Cottage,1.0,3.0,0.0,1.0,0.0,24,240000.0
1395,51.31854000000001,-2.543875,Bungalow,2.0,3.0,1.0,1.0,0.0,-1,395000.0
1396,51.284527,-2.300718,Farmhouse,0.0,4.0,0.0,0.0,1.0,-1,895000.0
1397,50.956917,-2.620126,Terraced house,1.0,3.0,0.0,2.0,0.0,3,185000.0
1398,51.039707,-3.5512839999999994,Flat,0.0,2.0,0.0,0.0,0.0,-1,120000.0
1399,51.039707,-3.5512839999999994,Flat,0.0,3.0,0.0,0.0,0.0,-1,200000.0
1400,51.19267,-2.557202,Detached house,1.0,3.0,0.0,2.0,0.0,1,285000.0
1401,51.16249000000001,-2.938333,Semi-detached house,1.0,3.0,0.0,2.0,0.0,4,175000.0
1402,51.31603,-2.961867,Detached house,1.0,3.0,0.0,1.0,0.0,1,350000.0
1403,51.058113,-2.420588,Bungalow,1.0,2.0,0.0,2.0,0.0,-1,220000.0
1404,51.365814,-2.925232,Semi-detached house,1.0,2.0,0.0,1.0,0.0,4,185000.0
1405,51.312386,-2.831671,Detached house,0.0,3.0,0.0,0.0,0.0,1,420000.0
1406,51.27939,-2.786887,Detached house,1.0,4.0,0.0,2.0,0.0,1,420000.0
1407,51.34046,-2.973519,Flat,1.0,2.0,0.0,1.0,0.0,0,115000.0
1408,50.87449,-2.776835,End terrace house,1.0,3.0,0.0,1.0,0.0,2,230000.0
1409,51.364426,-2.913555,Semi-detached house,1.0,2.0,0.0,2.0,0.0,4,215000.0
1410,50.949375,-2.812875,Flat,1.0,2.0,0.0,1.0,0.0,5,175000.0
1411,50.948364,-2.812159,Bungalow,1.0,1.0,0.0,1.0,0.0,14,165000.0
